Species	AT2G31240	6733	TC05G003200	6500	6977	TC02G024400	TC09G017950	6570	6447	6483	TC00G083870	7371	TC05G027690	5772	outlier014	6139	6883	4932	TC09G009480	6532	6450	TC02G003180	5406	TC07G000920	5034	6893	TC01G019030	7325	TC07G011130	4951	6034	6954	6631	TC04G030670	7602	4724	6227	TC06G016050	5318	AT3G04880	6320	6407	6363	6565	KT377126.1	TC04G026920	TC00G047210	7628	KT377094.1	TC06G006880	5843	5578	6962	6406	5960	5981	5942	5816	6164	TC09G025650	6797	TC01G032610	6439	5933	NM_179236.3	6420	6875	TC01G021540	AT5G13520	5639	TC03G028600	outlier002	5866	6274	NM_001198514.1	5990	TC04G015820	5354	5945	outlier010	7111	TC01G040040	5918	6430	7363	4890	6448	AT5G50280	AT2G35790	5842	outlier001	outlier011	6004	5926	6064	6265	5427	6492	6865	5328	5163	5469	7028	5343	NM_124699.3	5531	6848	5870	AT3G46610	5464	TC01G019250	5162	6383	6785	7194	5536	6238	7241	5326	AT3G56460	7128	5699	7021	TC05G029300	6780	KT377102.1	6366	6557	7333	AT3G10150	6978	TC09G034320	TC03G025580	5296	4954	6000	6601	TC02G023190	AT1G63680	AT5G64370	5802	AT1G02020	AT4G15420	TC03G023900	AT4G39520	6150	AT5G55960	6507	5220	6552	6460	6792	5841	5821	AT5G08530	AT2G01650	6924	6854	7029	5865	6859	5489	6459	5188	TC03G001430	5980	5138	TC01G005310	TC09G007890	6540	TC01G033670	6130	6270	5599	5449	5032	AT5G13630	AT5G02860	TC02G026940	6098	AT5G13030	TC01G002420	5335	6705	5656	5177	6488	6221	4796	outlier006	7367	outlier013	TC04G028160	4848	6128	6412	5434	6506	6318	7336	5339	6110	5460	5919	6148	6958	KT377086.1	6550	AT5G23940	5064	6641	6860	5941	5644	5791	6914	7024	6882	TC07G000500	AT4G38890	6387	AT3G53700	7135	5936	7141	6782	6299	5702	AT3G24190	4691	AT4G00740	4806	5968	6457	6528	AT3G56940	outlier003	6114	6909	6864	4744	TC04G019470	6036	5366	AT5G40440	TC06G011670	6051	AT1G48520	5123	6378	6679	5913	6494	5454	5116	5206	AT3G59040	TC03G002530	TC05G024510	5426	AT3G02760	6401	5594	5857	AT1G17160	4471	6779	6969	5949	outlier005	6620	6379	5428	5355	6405	6216	TC09G004790	AT1G52310	5421	KT377070.1	4942	5347	6933	5596	7273	TC02G006310	outlier004	TC09G010970	TC02G004290	5849	TC03G012430	6487	TC06G020780	5264	5333	AT3G54690	6393	AT5G13400	6282	6636	6050	TC05G008010	5977	5463	outlier009	5634	6979	5660	6527	6732	7279	6226	AT5G57930	TC02G009310	4889	6048	5348	7572	5703	7577	AT2G35130	6533	6946	NM_148067.4	5733	4992	7331	TC04G030490	6072	TC09G026260	5260	TC08G013000	6198	5271	5554	6531	6947	5273	6667	5859	AJ133743.1	TC05G005750	outlier007	5716	AT4G33945	6913	5893	6119	6791	KT377078.1	6995	TC03G010340	5477	7174	7324	6284	5090	6544	6398	5815	AT3G54090	6825	6056	7136	5398	6175	TC09G026350	5664	6713	4757	5910	7583	6955	5104	AT3G26782	5770	7296	outlier008	6563	4793	4802	AT1G65380	AT2G33630	TC01G007130	KT377118.1	TC05G022880	NM_113708.2	5614	6041	5940	AT5G21070	6538	outlier012	6639	5958	5513
SRR10185799	1416	0	537	492	81	1023	1482	222	0	0	2088	0	690	0	0	93	177	282	777	219	204	855	333	270	0	0	126	0	363	0	0	279	0	678	0	276	246	315	174	606	141	0	0	0	267	264	0	0	234	942	0	174	141	0	0	0	309	0	180	681	75	354	99	165	1386	153	1164	273	1386	243	648	168	0	0	0	0	1776	0	72	123	0	555	96	0	0	0	0	1281	336	0	0	0	177	153	0	0	159	144	84	102	228	147	189	423	168	0	216	66	1407	0	1272	249	0	0	0	0	0	0	426	453	108	195	123	417	0	210	0	0	252	507	207	666	849	0	834	132	0	618	1416	0	0	1479	960	375	483	126	1476	0	81	0	366	234	162	0	1335	1347	204	111	180	396	123	96	303	75	756	207	0	516	0	0	783	153	0	0	411	0	2916	1899	1209	972	705	972	0	0	99	0	114	132	0	0	0	0	1029	153	0	0	198	0	0	0	141	336	0	549	213	0	300	261	735	0	336	132	231	210	0	129	0	0	954	603	0	543	96	249	0	108	0	114	654	255	702	0	0	0	291	330	0	0	288	0	0	540	402	69	396	636	279	630	120	162	0	0	129	219	117	189	1047	507	1422	435	864	0	0	264	465	120	0	0	0	129	87	0	0	0	0	165	609	474	144	549	123	147	0	687	0	378	162	477	615	153	1137	174	444	549	0	591	0	1386	180	0	0	0	0	162	111	0	201	0	201	0	0	0	768	558	0	0	0	282	0	0	417	117	0	429	0	198	0	546	0	507	0	762	0	0	240	135	0	0	300	222	666	402	0	162	231	249	114	258	0	105	0	345	144	0	69	399	201	156	108	126	882	0	96	165	303	714	909	0	0	177	264	0	0	0	1089	0	0	225	279	0	348	762	0	1170	351	354	258	0	213	132	540	0	84	75	210	0
SRR10185800	588	0	537	492	81	1023	480	222	0	0	2088	0	309	135	0	93	177	282	495	105	279	855	333	270	0	0	126	0	363	0	0	219	0	525	150	276	423	315	111	717	0	0	216	0	192	261	0	0	234	477	0	171	0	0	0	0	309	0	321	675	75	327	99	165	534	153	420	273	486	243	414	168	0	201	0	0	1776	0	72	123	0	282	96	0	0	0	0	1281	336	0	0	0	177	153	0	0	159	144	84	102	228	147	162	423	168	0	126	66	441	0	465	267	0	0	0	0	0	0	246	237	108	195	123	684	0	210	0	0	252	249	153	1248	849	0	411	132	0	327	684	0	267	1479	276	375	192	288	1470	0	81	0	366	234	162	0	1335	846	204	111	189	312	0	0	303	75	756	207	0	516	0	0	783	153	0	0	411	0	933	324	1209	420	705	972	0	0	99	0	114	138	0	0	0	0	444	153	147	0	198	138	0	0	141	342	0	549	207	0	300	261	735	0	246	228	231	210	0	129	0	0	954	765	201	543	96	249	0	108	0	156	864	0	657	0	0	0	291	330	0	0	288	0	0	339	483	69	309	636	279	630	120	162	0	0	129	219	117	138	483	507	660	435	1743	0	285	267	465	120	0	0	0	129	87	0	0	0	0	165	609	462	144	549	123	195	0	687	0	378	162	477	615	114	405	189	492	267	0	591	0	1386	168	0	0	0	0	162	0	126	186	0	201	0	0	0	417	279	0	0	0	282	0	0	210	117	0	429	0	198	0	546	0	507	0	762	0	0	240	249	0	0	189	222	309	543	0	162	255	144	114	258	0	105	0	345	144	0	69	399	231	156	108	102	882	0	96	165	303	477	684	0	0	153	273	0	0	0	516	0	0	216	279	0	228	525	0	612	351	321	225	0	306	0	414	0	84	75	129	138
SRR10185801	1416	0	537	438	81	1023	1482	147	0	0	2088	0	690	210	0	93	144	282	777	219	270	855	333	258	0	0	126	0	363	0	0	240	0	678	0	276	570	315	174	588	0	0	225	0	267	261	0	0	234	1164	0	171	0	0	0	0	309	0	204	681	75	360	99	165	1386	153	1164	273	1386	243	648	168	0	252	0	0	1776	0	72	123	0	555	123	0	0	0	0	1281	336	0	0	0	177	153	0	0	132	144	84	102	228	147	0	423	168	0	189	66	1407	0	1272	252	0	0	0	0	0	0	426	237	108	195	123	1584	0	210	0	0	252	507	0	666	438	0	573	132	0	360	1416	0	195	1479	960	375	492	126	1476	0	81	0	366	234	162	0	1335	693	204	111	153	303	0	0	261	75	756	207	0	516	0	0	783	153	0	0	411	0	2916	1902	1209	972	705	972	0	0	99	0	114	138	0	0	0	0	1029	153	138	0	198	120	0	0	141	321	0	549	162	0	300	267	735	0	186	168	231	210	0	129	0	0	954	603	0	543	96	249	0	108	0	135	654	0	879	0	0	0	291	330	0	0	288	0	0	540	483	69	330	636	279	630	120	93	0	0	129	219	117	189	1047	507	1404	435	864	0	423	282	465	120	0	0	0	129	87	0	0	0	0	84	609	945	144	549	123	63	0	687	0	378	162	477	615	114	1137	189	510	549	0	591	0	1386	258	0	0	0	0	162	111	0	216	0	201	0	0	0	768	480	0	0	0	282	0	0	417	117	0	429	0	198	0	546	0	507	0	762	0	0	240	249	0	108	300	222	975	351	0	162	309	144	114	258	0	105	0	345	144	0	69	399	225	156	108	141	447	0	96	156	303	714	969	0	0	177	291	0	0	0	1089	0	0	216	279	0	345	942	0	1170	351	354	324	0	213	0	483	0	84	75	129	0
SRR10185802	1416	0	537	387	0	402	1482	489	0	0	2088	0	690	0	0	93	99	282	777	105	279	855	180	207	0	0	126	0	363	0	0	225	0	525	174	276	354	315	69	867	0	0	153	0	144	264	0	0	240	1164	0	177	141	0	0	0	309	0	180	312	75	345	99	165	1386	153	585	273	1386	234	648	168	0	0	0	0	1398	0	72	123	0	555	96	0	0	0	0	1281	195	0	0	147	177	153	75	0	96	144	84	102	228	147	0	423	168	0	126	66	1407	0	231	267	0	69	0	0	0	0	312	237	108	195	123	1584	0	210	0	0	252	249	246	666	438	0	573	132	0	618	768	0	0	1479	252	375	300	150	1476	0	81	0	366	234	162	0	1275	1083	204	111	153	303	0	0	231	75	378	207	0	516	0	0	783	153	0	0	411	0	2916	1902	1209	645	705	324	0	0	99	0	87	0	0	0	0	0	1029	153	111	156	198	0	0	0	141	318	0	549	162	0	300	261	735	0	186	180	231	210	0	129	0	0	954	603	0	543	96	108	0	108	0	0	654	201	879	114	0	0	291	330	0	0	288	0	0	468	402	69	315	636	279	630	120	93	0	0	129	219	117	189	654	507	1422	435	864	0	399	174	465	120	0	0	0	132	87	0	0	0	0	93	327	363	144	513	123	0	0	687	0	378	162	477	615	114	1134	189	300	549	0	591	0	1386	111	0	0	0	0	162	108	0	0	0	201	0	0	0	768	303	0	0	0	282	0	0	327	117	0	297	0	198	0	540	0	507	0	762	0	0	339	153	0	0	171	222	975	321	0	162	312	144	114	258	0	105	0	345	399	0	69	399	150	156	108	141	447	0	96	165	162	714	774	0	0	177	258	0	0	0	1089	0	0	216	279	0	144	423	0	1170	351	396	219	0	213	141	336	0	84	75	129	138
SRR10185803	1416	0	537	351	0	1023	1482	147	0	0	2088	0	690	0	0	93	180	282	777	105	225	855	333	270	0	0	264	0	363	0	0	252	0	525	150	276	591	315	0	873	0	0	150	0	267	267	0	0	240	1164	0	177	0	0	0	0	306	0	258	681	75	318	99	165	1386	153	1164	273	1386	234	648	168	0	0	0	0	1776	0	72	123	0	555	96	0	0	0	0	1281	336	0	0	0	177	153	0	0	150	144	84	102	228	147	0	423	168	0	150	66	1407	0	1272	288	0	0	0	0	0	0	426	237	108	195	123	1584	0	210	0	0	252	507	153	666	849	0	573	132	0	618	1416	0	0	1479	960	375	492	150	1476	0	81	0	366	234	162	0	1332	1074	288	111	153	435	0	0	321	75	729	207	0	516	0	0	783	153	0	0	411	123	2916	975	1209	645	705	972	0	0	99	0	153	147	0	0	0	0	1029	153	0	0	198	0	0	0	141	273	0	549	162	0	300	249	735	0	234	180	231	210	0	129	0	0	954	603	0	543	96	249	0	108	0	0	654	207	879	114	0	0	291	330	0	0	288	0	0	540	402	69	396	636	279	630	120	135	0	0	129	219	117	189	819	507	1422	435	864	0	183	243	465	120	0	0	0	132	87	0	0	0	0	96	603	945	144	552	123	0	0	687	0	378	162	477	615	171	1134	189	324	549	0	591	0	1386	168	0	0	0	0	162	0	0	159	0	201	0	0	0	768	303	0	0	132	282	0	0	534	117	0	432	0	198	0	546	0	507	0	762	0	0	240	153	0	0	300	222	975	348	0	162	312	144	114	258	0	105	0	273	399	0	69	399	192	156	108	0	447	0	96	165	303	714	786	0	0	177	348	0	0	0	1089	0	0	216	279	0	144	945	0	1170	351	357	312	0	213	153	540	0	84	75	129	0
SRR10185804	1422	0	537	441	0	1023	1482	222	0	0	2088	0	690	0	0	93	207	282	777	126	258	855	333	270	0	0	126	0	363	0	0	276	0	678	339	276	591	315	69	873	0	0	228	0	234	264	0	0	240	1164	0	177	0	0	0	0	309	0	0	681	87	0	99	165	1386	153	1164	273	1386	243	648	168	0	0	0	0	1776	0	72	129	0	414	201	0	0	0	0	1566	336	0	0	159	177	141	0	0	135	144	84	102	441	147	0	423	168	0	219	66	1407	0	1272	309	0	0	0	0	0	0	426	453	108	195	123	831	0	210	0	0	252	507	0	1305	849	0	834	132	0	618	1416	0	252	1479	1149	228	492	126	1476	0	306	0	366	234	162	0	1335	1347	204	111	153	426	0	0	291	75	756	207	0	516	0	0	783	153	0	0	411	0	2916	1902	1209	972	705	972	0	231	99	0	114	138	0	0	0	0	1029	153	0	0	678	0	0	198	141	321	0	549	162	0	300	261	735	0	303	228	231	210	0	129	0	0	954	765	0	543	96	249	0	108	0	0	864	204	879	0	0	0	291	330	0	0	288	0	0	540	483	69	498	636	279	630	120	213	0	0	129	219	117	189	819	507	1422	435	1743	0	552	288	465	120	0	0	0	129	87	0	0	0	0	102	609	945	144	525	123	0	0	687	0	378	162	477	612	273	1137	189	579	705	0	690	0	1386	327	0	0	0	0	162	111	114	0	0	201	0	0	0	768	558	0	0	0	282	0	0	534	117	0	429	0	198	0	546	0	507	0	762	0	0	240	249	0	0	300	222	975	390	0	162	312	249	114	258	0	105	0	345	144	0	69	399	264	156	213	141	882	0	96	165	303	714	1152	0	0	177	339	0	0	0	603	0	0	222	279	0	408	684	0	1170	351	354	324	0	306	0	540	0	78	75	129	0
SRR10185805	1422	0	537	348	81	1023	1482	222	0	0	2088	0	690	0	0	93	177	282	777	105	273	855	180	231	0	0	126	0	363	0	0	267	0	525	309	276	552	315	69	873	0	0	129	0	267	264	0	0	240	1164	0	174	141	0	0	0	306	0	0	681	75	0	99	165	1386	153	1164	273	1386	243	648	168	0	0	0	0	1776	0	72	117	0	555	141	0	0	0	0	1281	336	0	0	0	177	141	0	0	117	144	165	102	228	147	0	423	168	0	126	66	1407	0	1272	150	0	0	0	0	0	0	426	237	108	195	123	1584	0	210	0	0	252	507	0	666	849	0	573	132	0	600	981	0	126	1479	960	375	492	126	1476	0	312	0	366	234	162	0	1062	1347	183	111	201	255	0	0	252	75	756	207	0	516	0	0	783	153	0	0	411	0	2916	1080	1209	645	705	972	0	0	99	0	114	105	0	0	0	0	1029	153	0	0	135	87	0	0	141	279	0	549	162	0	300	261	735	0	186	168	231	210	0	129	0	0	954	603	0	543	96	249	0	108	0	0	654	210	879	0	0	0	291	330	0	0	177	0	0	540	402	69	417	636	279	630	120	162	0	0	129	219	117	189	528	507	1398	435	864	0	222	273	465	120	0	0	0	0	87	0	0	0	0	165	609	945	144	507	123	123	0	687	0	378	162	477	615	216	1137	189	222	549	0	591	0	1386	192	0	0	0	0	162	111	0	0	0	201	0	0	0	768	558	0	0	0	282	0	0	417	117	0	297	0	198	0	546	0	507	0	762	0	0	240	249	0	0	300	222	975	336	0	162	312	144	114	258	0	105	0	345	144	0	69	399	264	156	108	0	447	0	96	165	303	714	963	0	0	120	348	0	0	0	1089	0	0	222	279	0	120	945	0	1170	351	354	219	0	213	0	336	0	84	75	129	0
SRR10185806	1074	0	534	720	201	852	897	519	0	0	747	219	690	0	0	93	423	282	450	243	471	375	237	1242	0	0	126	0	363	0	0	522	0	678	504	276	330	183	222	873	0	0	333	0	267	753	0	0	234	897	0	201	297	0	0	0	309	0	351	417	249	441	420	165	987	153	768	273	588	243	648	168	0	273	0	144	1485	0	72	129	0	555	141	0	0	0	0	675	336	0	0	0	600	216	0	0	249	144	165	441	537	147	246	423	168	150	348	63	1374	0	633	150	0	0	0	0	0	0	399	234	111	132	123	1584	135	210	0	0	750	498	348	1098	438	0	540	132	255	372	921	0	261	495	654	375	492	366	1164	0	81	0	366	234	372	219	816	792	381	111	324	630	159	96	444	279	756	207	279	516	0	0	783	153	0	0	411	144	702	633	1092	579	1104	972	0	231	99	0	438	138	0	0	0	0	402	153	141	0	198	87	171	0	141	321	0	393	222	0	300	255	735	0	417	228	231	210	120	129	0	0	483	603	417	402	96	195	0	108	0	240	864	369	459	114	0	0	291	330	0	0	288	0	0	540	1176	69	303	636	279	630	120	291	87	195	129	219	117	174	639	507	1422	390	711	0	531	288	465	216	195	0	0	93	435	0	0	0	0	285	609	633	144	684	93	219	405	687	0	378	162	477	615	285	981	195	681	549	0	645	0	708	363	0	0	0	0	186	102	0	723	0	201	0	0	138	513	558	0	0	0	282	0	198	855	117	0	432	0	198	0	234	0	504	0	372	0	0	240	249	210	114	294	222	978	537	0	162	231	150	114	258	0	105	0	345	144	0	69	399	264	162	159	153	882	126	96	165	300	450	663	225	0	297	504	0	0	0	1083	0	0	207	225	186	516	945	0	1170	351	351	324	0	306	168	336	0	84	75	357	138
SRR10185807	1167	0	540	666	81	936	861	222	0	0	1182	0	690	102	0	93	255	282	777	147	270	678	147	1116	0	0	741	0	363	0	0	522	0	525	150	276	237	315	111	492	0	0	0	0	267	915	0	231	246	858	0	177	210	0	0	0	309	0	180	684	198	513	99	165	585	153	777	273	426	243	420	168	0	0	0	99	561	0	72	120	0	555	198	0	0	0	0	1281	336	0	159	159	504	231	0	0	135	177	84	102	432	147	0	423	168	0	0	66	1407	0	711	360	0	0	0	0	0	0	426	237	114	195	123	918	0	210	0	0	252	756	159	519	849	0	525	132	138	618	1392	600	267	1038	960	375	492	234	1029	0	87	0	366	234	162	165	1335	936	204	111	153	426	0	0	288	75	756	207	0	516	0	0	783	0	0	0	411	0	1005	894	1209	630	351	972	63	186	99	0	282	270	0	0	0	0	978	156	0	0	198	132	0	0	141	210	0	549	222	0	300	267	735	0	228	162	231	210	129	129	0	0	546	411	399	546	96	249	0	108	0	243	654	225	879	114	0	0	378	291	0	0	237	0	0	423	711	66	495	636	279	627	120	171	87	0	129	219	117	192	528	504	771	435	864	0	549	288	255	111	0	0	0	132	519	0	0	0	0	165	609	942	144	633	123	219	0	687	0	378	162	357	615	216	960	189	729	549	0	690	0	849	0	0	0	0	0	186	114	120	507	0	201	0	0	0	768	558	0	0	0	282	0	0	414	117	0	432	0	198	0	546	0	507	0	336	0	0	240	249	0	90	207	222	561	1179	0	186	303	147	114	258	0	105	0	345	144	0	69	348	249	156	192	141	447	180	102	165	213	714	768	207	0	177	180	0	0	0	1059	0	0	237	279	294	408	924	0	1002	351	354	324	213	144	0	363	0	84	75	207	138
SRR10185808	1413	0	534	888	0	1023	795	222	0	0	2088	0	690	0	0	93	453	282	1065	255	429	855	357	1305	0	0	810	0	363	0	0	570	0	678	288	276	591	315	174	513	0	0	0	0	267	1254	0	258	249	1164	0	201	327	0	0	0	309	0	222	681	264	708	99	165	1386	153	1164	198	1035	243	366	168	0	0	0	132	927	0	72	123	0	306	339	0	0	0	0	1563	336	0	0	159	669	336	0	0	222	204	165	441	705	147	0	423	168	0	0	66	1407	0	1272	558	0	0	0	0	0	0	327	453	114	192	123	1584	0	210	0	0	249	759	246	1305	414	0	834	132	0	936	1416	0	267	1476	1149	375	492	429	1476	0	87	0	366	234	669	312	1332	1347	489	111	459	576	0	0	633	75	756	207	0	516	0	0	783	0	0	0	411	0	2916	1443	1212	984	1098	972	141	294	99	0	363	492	0	0	0	0	1029	156	0	0	1047	0	99	0	141	321	0	549	198	0	300	267	735	0	456	228	231	210	294	129	0	0	954	765	726	543	96	249	0	108	0	399	864	465	876	249	0	0	522	330	0	0	288	0	0	540	1413	66	498	636	279	630	120	213	87	0	810	219	117	192	519	507	1422	435	1743	0	642	288	465	354	171	0	0	132	369	0	0	0	0	141	609	600	144	597	123	219	0	687	0	378	162	480	615	609	1137	327	1089	681	0	693	0	1386	0	0	0	0	0	162	102	216	813	0	201	0	0	138	915	558	0	0	0	282	0	0	861	117	0	432	0	99	99	546	0	507	168	360	0	0	240	249	117	90	300	222	975	1266	0	186	249	249	114	258	0	105	0	345	243	0	693	741	210	156	297	138	882	429	102	165	303	714	1218	327	0	444	258	0	0	0	1089	0	0	237	279	366	558	942	0	1170	351	354	348	243	306	0	675	0	84	75	129	0
SRR10185809	1029	0	537	873	0	603	720	519	0	0	732	0	690	0	0	93	423	282	777	258	462	756	237	1290	0	0	942	0	363	0	0	522	0	678	363	261	591	411	243	873	0	0	432	0	267	918	0	0	240	468	0	201	300	0	0	0	309	0	351	681	0	423	420	165	1386	150	1164	273	588	243	648	168	0	564	0	144	507	0	72	117	0	312	228	0	0	0	0	645	336	0	0	0	801	234	0	0	432	144	165	498	402	147	0	420	168	0	336	66	1407	0	1272	150	0	0	0	0	0	0	264	453	111	132	123	1584	90	168	0	0	720	759	393	753	438	0	429	132	582	489	534	0	261	1479	654	375	492	366	1470	0	81	0	366	234	675	0	1308	792	489	111	324	807	297	0	600	315	606	207	144	516	0	0	783	153	0	0	411	120	1035	1095	1107	768	1104	552	0	294	99	0	327	333	0	0	0	0	585	153	0	285	198	237	0	0	141	321	0	549	399	0	228	255	735	0	264	228	231	210	0	129	0	0	450	486	813	543	78	249	0	108	0	372	507	462	876	114	0	0	291	330	0	0	288	0	0	270	1413	264	498	636	279	474	114	309	87	195	129	219	117	186	609	501	1422	438	459	0	648	288	222	351	219	0	0	93	519	0	0	0	0	285	609	474	144	672	123	123	420	687	0	378	162	477	504	405	915	189	1008	705	0	690	0	813	345	0	0	0	0	171	111	210	798	0	201	0	0	138	423	303	0	0	0	282	0	198	555	117	0	429	0	198	99	366	0	504	0	372	0	0	240	249	0	114	300	222	978	696	0	162	312	249	114	435	0	105	0	345	144	0	489	399	273	156	159	153	882	186	96	165	303	366	1116	282	0	561	690	0	0	0	768	0	0	201	279	240	336	945	0	1170	351	351	351	0	213	156	429	0	84	75	360	267
SRR10185810	1422	0	534	648	0	936	1482	222	0	0	1890	0	690	0	0	93	393	282	618	240	252	855	180	1176	0	0	126	0	363	0	0	333	0	678	288	276	591	315	195	900	0	0	0	0	267	798	0	258	249	1164	0	201	126	0	0	0	309	0	348	681	186	435	96	165	1044	153	1164	273	1035	243	648	168	0	168	0	120	1005	0	72	123	0	252	63	0	0	0	0	1563	336	0	0	159	747	141	0	0	159	144	165	102	228	147	0	423	168	0	0	66	1407	0	1272	150	0	0	0	0	0	0	426	453	114	192	123	912	0	210	0	0	252	669	219	1044	387	0	528	132	0	936	1416	342	267	1479	960	375	372	264	1476	0	87	0	366	234	162	153	1035	1347	336	111	324	441	0	0	357	75	756	207	0	516	0	0	783	153	0	0	411	0	2916	882	1209	984	405	405	0	231	99	0	315	366	0	0	0	0	1029	156	0	0	324	0	99	0	141	324	0	549	162	0	300	267	735	0	417	228	231	210	129	129	0	0	954	327	354	546	96	249	0	108	0	240	864	282	879	114	117	0	378	255	0	0	288	0	0	258	1209	66	498	636	279	630	120	348	87	0	129	219	117	192	717	507	1422	435	0	0	537	288	465	120	162	0	0	132	519	0	0	0	0	165	603	660	144	591	123	219	0	687	0	378	162	480	615	273	1137	180	828	705	0	693	0	1386	0	0	0	0	0	168	102	0	792	0	201	0	0	0	768	558	0	0	0	282	0	0	534	117	0	432	0	198	0	399	0	507	153	762	0	0	240	249	0	90	300	222	876	684	0	186	312	249	114	423	0	105	0	345	243	0	69	348	273	156	213	135	657	111	102	165	162	366	1191	318	0	240	162	0	0	0	1089	0	0	189	279	294	555	945	0	1152	237	354	312	0	306	0	537	0	84	75	129	0
SRR10185811	1701	0	603	1398	0	1419	1938	519	0	0	2574	0	1224	0	0	1113	483	837	1299	258	327	1209	2262	1311	0	0	936	0	960	0	0	537	0	1404	375	690	591	945	282	900	354	0	867	0	933	1122	0	264	576	1317	0	0	372	0	0	0	600	0	351	681	564	783	417	966	1386	471	315	1272	1386	696	648	0	0	591	1164	222	1887	0	666	117	0	1200	333	0	0	0	258	1947	564	0	0	0	909	339	0	0	0	561	615	486	690	663	264	735	129	354	165	474	705	0	1716	1050	0	72	294	0	747	0	426	1044	96	195	627	2007	0	417	153	0	747	990	0	1389	2079	0	582	345	0	1188	2331	1113	267	1203	1416	825	717	0	1656	0	306	0	1095	522	162	0	1458	1395	603	384	345	666	243	0	810	0	804	597	375	1194	0	0	945	0	0	0	1182	0	3411	1791	1359	948	1548	1452	291	294	105	303	609	138	0	0	0	0	870	828	0	0	1050	0	0	0	837	333	0	450	426	150	906	372	1251	0	561	228	366	429	402	519	0	0	1548	1320	0	1785	567	378	0	255	0	345	1020	255	1116	0	75	0	519	1152	0	0	561	0	0	777	1413	192	939	1584	279	390	120	594	84	495	672	1188	630	687	501	1176	1635	603	1305	0	618	288	726	396	252	0	0	132	519	0	0	0	0	222	822	1458	141	864	123	219	291	1776	186	585	135	750	675	609	1410	1017	1584	1779	0	1032	0	1857	396	0	255	924	0	168	0	339	492	0	198	0	0	174	834	672	0	0	0	618	0	0	1170	648	0	429	0	969	0	1296	0	504	0	1002	0	72	699	408	0	381	714	960	978	1266	0	162	681	915	519	1584	0	105	0	1194	483	0	693	720	495	1038	222	180	1257	306	222	213	1137	1377	1356	297	0	576	426	0	327	0	384	0	0	216	750	0	675	906	1176	1359	1323	1068	369	0	996	0	669	0	0	453	324	195
SRR10185812	1416	0	534	1290	150	1023	1446	546	0	0	894	0	690	0	111	93	483	285	1065	168	462	597	585	1317	0	0	924	0	363	0	0	435	0	678	363	276	591	813	246	873	0	0	459	0	267	1146	0	0	123	738	0	201	375	0	0	0	309	0	351	681	276	633	420	165	924	153	1164	273	1011	243	480	168	0	0	0	180	1485	0	72	117	0	369	327	0	0	0	189	543	336	0	0	0	684	396	0	207	384	144	165	402	606	147	219	423	168	0	267	66	1407	0	561	0	0	0	0	0	0	0	396	453	111	132	123	1584	282	210	0	0	756	756	0	753	849	0	459	132	297	423	699	0	135	1479	1149	375	492	312	1470	0	81	0	366	234	603	0	1332	1347	588	111	324	771	0	0	753	315	756	207	261	516	0	0	789	153	0	0	411	375	1098	930	1209	510	504	972	0	294	99	0	516	135	0	0	0	0	1029	153	0	168	198	0	132	0	141	342	0	549	219	0	300	261	735	0	471	228	231	210	0	129	0	0	450	414	810	543	96	249	0	108	0	240	864	474	879	114	0	0	270	330	0	0	177	0	0	237	1266	189	498	636	279	507	174	216	0	0	129	219	117	174	1047	507	1422	435	1314	0	630	288	465	324	0	0	0	120	519	0	0	0	0	222	609	474	144	684	123	219	252	687	0	378	162	477	615	285	1137	189	798	687	0	690	0	813	345	0	0	0	0	171	111	180	777	0	201	0	0	0	768	303	0	0	0	282	0	198	534	117	0	432	0	198	0	546	0	363	0	321	0	0	240	249	0	165	297	222	978	1260	0	186	312	249	114	435	0	105	0	345	144	0	69	399	267	156	213	312	882	231	96	165	612	714	552	132	0	177	528	0	0	0	1089	0	0	207	279	0	345	945	0	1170	351	351	351	201	213	0	678	0	84	315	129	138
