Species	AT3G59040	5434	6450	KT377126.1	4724	5138	6882	TC00G047210	7296	5849	6447	4793	5064	TC06G020780	5449	5634	4890	6506	7333	5536	5614	5968	AT3G56460	TC05G022880	6875	TC09G007890	5206	5664	5421	5460	5656	AT2G35790	AT1G48520	6854	5936	AT5G21070	AT5G57930	6550	5703	7367	6601	6705	6226	5815	6114	6265	AT5G13630	7174	6791	6412	5843	TC02G003400	7273	6483	6792	6072	4757	6238	6848	TC03G002530	5273	5318	5513	AT3G53700	TC03G028600	4806	5469	6282	5427	TC02G003180	6893	4802	6636	4796	5339	5981	5355	6130	7029	5926	TC01G040040	7602	5220	5699	5644	5596	AT3G26782	5941	6978	6387	TC04G028160	6378	AT3G56940	TC04G015820	6110	5933	6914	5260	5489	TC03G023900	5428	5802	6320	7583	AT3G04880	6492	6494	TC09G010970	6366	TC09G026260	AT3G46610	6041	NM_148067.4	AT5G06830	AT4G15420	4932	6379	5945	5454	TC02G026940	6459	6420	7128	AT2G43030	TC04G019470	TC01G019250	6979	AT5G50280	AT5G13030	6050	6407	5531	TC04G030490	TC03G025580	5090	TC07G000500	TC09G004790	6865	7324	6363	5296	6797	7279	6164	6270	6532	AT5G60590	AT5G02860	5463	6128	TC00G083870	TC06G016050	6909	5949	7572	5940	7141	7135	6488	AT1G63680	6439	4848	5123	TC01G019030	6732	AT2G01650	5328	AT1G65380	5716	6733	6825	AT4G38890	6785	NM_113708.2	5333	6667	5859	5264	TC02G006310	6557	TC05G024510	TC01G002420	TC04G006100	TC01G021540	6398	6119	AT4G33945	TC05G029300	6406	KT377078.1	5913	5702	5032	5188	AT1G02020	4942	TC09G017950	7136	6460	5104	5919	5960	5177	6064	KT377086.1	6004	6552	6954	6540	5866	7628	6430	AT2G33630	AJ133743.1	5990	6448	AT4G00740	KT377110.1	AT1G31780	6527	6198	6507	6782	5842	6913	AT2G31240	TC04G026920	6056	TC09G034320	6955	AT3G02760	4691	4471	AT1G17160	6969	6977	5366	6924	5918	5578	6947	TC05G008010	6051	6779	TC09G025650	5554	7331	6383	6148	7336	NM_179236.3	KT377118.1	TC02G004290	5343	KT377094.1	5816	6000	5347	5116	5733	6048	AT5G55960	5980	6401	TC03G001430	6457	6405	6544	6393	AT3G54690	5326	AT2G44660	5821	6962	6500	AT5G13520	5398	TC01G032610	7325	6533	6150	6318	TC02G023190	KT377102.1	5791	TC02G009310	AT3G10150	6036	AT2G35130	AT5G23940	5477	6933	6221	5639	6563	TC09G026350	6538	6034	7194	7371	TC05G005750	5335	TC09G009480	6531	6274	6946	5354	TC03G012430	6883	AT5G64370	7577	4951	6641	TC08G013000	TC06G006880	5977	4889	4744	6620	TC02G024400	AT3G54090	5958	5772	5893	6631	5034	5942	6565	NM_001198514.1	7241	TC07G011130	7111	6639	5163	6860	6958	5594	5271	5660	6216	AT5G67530	NM_124699.3	5770	7363	7024	TC05G003200	TC07G000920	AT1G52310	6227	AT3G24190	6299	6528	AT5G13400	5348	7021	5841	TC03G010340	5599	7028	TC01G033670	TC01G005310	5406	5464	KT377070.1	6995	TC04G030670	TC06G011670	6780	6713	5426	AT5G08530	6864	5162	5910	TC05G027690	5865	4992	6487	6139	6859	AT5G40440	AT4G39520	TC01G007130	6679
SRR10185807	600	249	0	489	282	0	0	0	0	171	0	0	0	300	402	0	135	0	258	0	0	0	267	384	120	1305	378	0	156	0	129	336	633	114	684	312	828	159	0	0	0	90	0	213	0	0	1545	0	0	0	105	1047	0	0	378	0	0	0	0	630	0	147	0	546	309	114	357	0	138	675	0	162	0	0	231	0	0	0	141	0	618	0	219	198	372	690	1116	387	0	0	939	150	330	1203	327	189	138	0	0	489	0	0	0	0	981	285	129	405	0	591	1407	219	507	1062	1038	360	0	129	321	1752	207	207	177	0	336	723	0	1371	702	0	0	0	540	852	0	660	846	156	141	0	0	0	0	180	0	186	453	891	309	0	1413	318	207	0	285	0	0	165	0	1809	201	180	0	126	0	1104	213	1122	162	0	0	468	0	420	0	282	222	207	396	0	801	978	822	288	186	240	657	1659	0	192	0	0	132	75	1116	186	864	333	366	0	312	0	102	0	702	177	0	255	0	0	0	0	1215	528	0	162	1215	234	666	267	120	0	111	0	258	1116	267	291	618	0	1074	198	120	435	0	81	129	0	0	0	0	1830	267	0	789	243	0	0	0	0	618	552	690	432	441	0	270	219	210	0	0	1146	279	0	1041	0	0	270	0	810	216	546	120	0	174	843	291	0	0	126	0	171	417	429	129	630	534	462	537	879	486	0	138	342	357	990	0	0	0	0	252	0	435	411	120	0	0	960	96	402	0	0	0	435	852	0	0	0	156	1047	525	129	96	120	0	132	330	0	849	0	423	0	117	321	81	0	372	0	0	0	891	243	0	0	0	612	411	1047	369	870	0	399	999	0	153	201	477	0	0	510	729	285	0	594	0	666	690	0	0	456	1620	0	183	0	816	147	267	177	129	0	849	354	1185	87
SRR10185808	672	249	0	489	282	0	0	0	0	171	0	0	0	264	402	0	0	0	258	0	0	0	891	384	120	1419	381	0	156	0	129	336	702	114	678	522	1290	159	0	0	0	84	0	219	0	0	3789	0	0	0	87	1551	0	0	363	0	0	0	0	630	0	90	0	762	567	249	363	0	129	903	0	162	0	0	231	0	0	0	141	0	462	0	192	198	417	885	1146	384	0	0	1014	153	300	1188	327	189	138	0	75	489	0	0	0	0	552	285	129	768	0	591	1407	495	507	1053	1359	363	0	129	321	1755	0	207	177	0	552	1320	0	1797	1626	0	0	0	540	414	0	924	843	300	141	0	0	0	0	0	0	258	477	1446	222	0	2433	318	306	0	285	0	0	165	0	1824	111	180	0	126	0	1473	228	1134	162	0	0	1053	0	426	0	426	222	210	630	0	1530	996	1245	198	339	243	339	1809	0	192	0	0	102	75	1548	183	798	516	381	0	618	0	0	0	702	177	0	0	0	0	0	0	1485	1284	81	162	1350	234	1011	267	120	0	111	0	369	1623	267	297	1707	0	2079	0	201	774	0	0	93	0	0	0	0	1938	267	0	768	243	0	0	0	0	1770	549	717	432	465	0	258	156	210	0	0	1455	276	0	1068	0	0	270	0	765	522	825	0	0	0	1239	291	0	0	126	0	117	1101	426	0	618	912	774	1131	930	579	0	345	348	366	1005	0	0	0	0	255	0	1281	426	120	0	0	1185	189	390	0	0	0	375	1398	0	0	0	156	1317	990	129	0	120	0	132	330	0	2313	0	426	0	108	288	0	0	0	0	0	0	1374	243	0	0	0	609	525	642	684	1368	0	411	1587	0	153	201	477	0	0	777	753	423	0	579	0	831	678	0	0	456	1641	0	180	0	825	483	156	180	129	0	849	792	1197	87
SRR10185809	819	249	0	495	267	0	0	0	0	171	0	0	0	408	402	0	0	0	258	0	0	0	849	381	120	1428	372	0	156	0	117	336	492	102	678	456	477	168	0	0	0	114	138	198	0	0	1422	0	0	0	0	1530	0	0	375	0	0	0	0	624	0	0	0	786	957	114	363	186	120	759	0	162	0	0	231	0	0	153	141	0	786	270	225	99	420	687	825	387	0	315	582	153	300	507	324	189	138	0	0	492	0	0	0	0	984	285	129	765	0	594	894	303	495	384	687	363	0	129	321	1377	0	204	177	0	270	669	0	684	1617	0	0	0	540	438	0	420	789	309	141	0	0	0	0	180	0	0	129	1098	312	0	900	183	309	0	288	0	0	135	114	582	201	162	0	126	0	825	228	1137	159	0	0	408	0	453	0	423	204	207	615	0	1533	582	477	279	180	240	567	1800	0	189	0	0	0	189	1551	183	714	495	384	0	618	0	0	0	687	177	0	243	0	0	0	0	1479	1230	0	0	768	234	435	237	117	0	108	0	330	615	267	309	1011	0	780	258	0	348	0	0	96	0	0	0	0	1887	267	0	447	243	0	0	0	0	1107	459	720	432	357	0	270	168	210	0	0	1404	276	0	633	0	0	267	0	672	387	405	0	0	0	765	153	0	0	126	0	171	495	435	0	303	636	774	744	936	405	0	135	345	351	1005	0	0	0	0	252	0	900	429	120	0	0	915	96	759	0	0	0	456	468	0	0	0	156	1326	525	129	0	120	0	93	333	0	1047	0	423	0	108	318	0	0	0	0	0	0	1380	225	0	0	0	540	414	621	654	849	0	453	1584	0	144	201	477	0	0	789	750	219	0	543	0	831	672	0	0	456	1572	0	183	348	825	672	267	180	129	0	849	846	1020	87
SRR10185810	672	249	0	489	282	0	0	0	0	171	0	0	0	219	402	0	0	0	258	0	0	0	273	384	120	1452	381	0	156	0	129	336	702	114	681	522	828	159	0	0	0	72	0	171	0	0	3573	0	0	0	84	1299	0	0	372	0	0	0	0	627	0	135	0	777	957	114	363	0	129	903	0	162	0	0	231	0	0	153	141	0	462	0	219	198	417	696	1146	384	0	0	1029	150	285	2034	246	189	138	96	0	474	0	0	0	0	1110	285	129	768	0	591	1407	495	516	1056	1041	363	0	129	321	1752	0	204	177	0	270	1320	0	1794	936	0	0	0	396	417	0	924	843	300	141	0	0	0	0	180	0	240	477	1080	222	0	2130	318	306	0	288	0	0	165	0	1833	201	180	0	126	0	1473	219	1128	162	0	0	432	0	432	0	426	222	210	630	0	1530	432	387	306	273	405	687	666	0	192	0	0	117	75	1551	183	1485	333	366	0	618	0	0	0	708	177	0	0	0	0	0	0	987	1281	0	162	1350	234	1014	267	120	0	111	0	372	1614	267	297	1350	0	933	0	117	732	0	0	93	0	0	0	0	1926	267	0	786	243	0	0	0	0	1089	546	717	432	468	0	270	219	210	0	0	1455	276	0	1071	0	0	270	0	810	522	414	0	0	0	1272	291	0	0	126	189	117	1119	429	0	615	696	774	717	930	369	0	252	300	372	1005	0	0	0	0	255	0	726	426	120	0	0	1200	189	597	0	0	0	951	1395	0	0	0	156	1161	744	129	0	117	0	132	330	0	2286	0	426	0	108	321	81	0	357	0	0	0	1398	243	0	0	0	609	261	495	654	1371	0	402	885	0	153	201	477	0	0	777	741	213	0	582	0	837	690	0	0	456	1104	0	183	0	825	303	267	153	129	0	849	843	1191	87
SRR10185811	600	249	0	612	282	0	0	0	0	156	0	0	0	0	408	0	0	0	258	0	0	75	0	135	141	1566	306	0	141	0	0	492	654	114	378	507	831	156	0	0	0	0	0	189	0	0	3756	0	0	0	0	696	0	0	102	0	177	0	0	606	0	321	0	570	846	0	237	198	0	894	0	135	0	0	225	0	0	0	141	0	903	0	195	195	405	831	1521	246	0	0	1014	405	306	1923	264	189	138	0	0	456	0	267	0	0	915	276	129	537	0	486	783	477	507	1056	1041	345	0	129	321	1086	0	186	108	0	552	1680	0	2043	1497	0	0	129	528	852	201	924	633	255	78	0	0	300	0	0	0	0	165	1773	234	0	2256	318	306	0	288	0	0	114	120	1899	201	162	0	297	0	1434	288	783	156	0	0	1050	0	327	0	384	222	210	483	0	1716	975	1188	291	222	459	678	1800	0	813	0	0	0	0	1302	180	1983	213	372	0	450	0	0	0	654	180	0	0	0	0	243	0	804	957	0	183	1311	669	963	207	0	0	105	0	276	1572	237	294	837	141	1581	0	384	660	0	0	81	0	0	0	0	666	267	0	591	243	0	0	0	0	1560	702	714	432	645	0	249	0	177	0	0	1524	273	0	747	0	0	258	0	831	510	630	0	0	0	1533	291	0	0	123	0	0	1398	642	318	687	411	732	1896	864	390	0	138	249	357	1053	0	0	0	0	204	129	1323	405	0	0	0	1488	189	462	0	0	0	1011	1269	0	0	0	279	1197	1005	198	0	156	0	132	330	0	1104	0	558	0	123	231	0	0	0	0	0	0	1386	177	0	0	0	606	246	1050	591	1380	0	459	1887	0	129	165	426	0	0	828	738	837	0	792	0	831	756	0	0	456	1482	0	0	354	822	0	267	174	231	0	849	807	1383	84
SRR10185812	1419	249	0	489	282	0	0	0	0	171	0	0	0	339	402	0	0	0	258	0	0	0	852	381	120	1428	375	0	156	0	117	336	525	114	387	510	828	168	0	0	0	90	0	198	0	0	1485	0	0	0	0	1530	0	0	342	0	0	0	0	630	0	0	0	780	963	114	360	186	141	522	0	162	0	0	210	0	0	153	141	111	369	354	225	99	420	687	1146	387	0	312	1020	144	300	1488	243	189	138	0	0	492	0	0	0	0	1014	285	129	747	0	363	1380	240	495	1062	1314	339	0	129	321	1341	0	207	177	0	237	573	0	660	1620	0	0	0	540	852	0	420	789	309	99	0	0	0	0	351	0	0	129	930	312	0	1080	213	210	0	288	0	0	159	0	741	201	162	0	126	0	1470	219	1137	159	0	0	510	0	450	0	405	222	225	615	0	1515	582	657	279	270	240	681	1800	0	189	0	0	0	75	1548	183	1449	504	384	0	618	0	0	0	693	177	0	159	0	0	0	0	774	1230	0	0	1350	225	546	237	117	0	111	0	369	1560	267	246	1011	0	1623	0	0	771	0	126	129	0	0	0	0	1887	267	0	768	243	0	0	0	0	927	543	666	432	240	0	270	168	210	0	0	1455	336	0	1059	0	0	267	0	813	399	801	0	0	0	1221	288	0	0	126	0	171	405	438	0	303	897	774	744	975	273	0	135	345	351	507	0	0	0	0	219	0	1272	432	117	0	0	1197	189	375	0	0	0	483	1125	0	0	0	156	1314	990	96	0	117	0	120	333	0	1476	0	423	0	102	315	0	0	0	0	0	0	1380	225	0	0	0	540	0	669	282	1362	0	420	954	0	156	201	477	0	0	792	537	780	0	597	0	831	663	192	0	456	1617	0	0	0	825	594	267	180	129	0	849	840	1197	0
SRR10185813	1419	249	0	492	282	0	0	0	0	171	0	0	0	342	402	0	0	0	258	0	0	0	852	381	120	1326	372	0	156	0	117	336	654	111	675	309	1296	168	0	0	0	93	0	198	0	0	1419	0	0	0	0	1527	0	0	375	0	0	0	0	633	0	0	0	426	960	114	363	186	120	759	0	162	0	0	231	0	0	153	141	0	366	165	225	99	399	513	1143	387	0	0	1020	0	300	1497	327	189	138	0	0	477	0	0	0	0	984	285	129	771	0	594	1320	495	495	435	1350	363	0	129	321	1743	0	207	177	0	552	852	0	1767	1629	0	0	0	540	414	0	351	789	309	141	0	0	0	0	180	0	0	0	1164	261	0	1083	318	309	0	288	0	0	159	0	1095	201	162	0	126	0	1473	219	1137	159	0	0	414	0	459	0	423	183	225	615	0	1515	996	657	282	180	459	375	1800	0	189	0	0	0	174	912	183	1482	321	384	0	618	0	0	0	678	177	0	171	0	0	0	0	1467	1230	0	0	1347	234	1011	222	0	0	111	0	369	1251	267	309	1710	0	1437	0	0	771	0	126	129	0	0	0	0	1887	267	0	768	243	0	0	0	0	789	543	666	330	357	0	270	168	210	0	0	1458	240	0	648	0	0	267	0	681	387	405	0	0	0	1689	156	0	0	126	0	171	1119	426	0	303	897	774	747	972	456	0	129	345	351	531	0	0	0	207	264	0	1281	429	120	0	0	1200	189	801	0	0	0	564	1368	0	0	0	156	1326	990	129	0	120	0	0	333	0	834	0	423	0	108	318	0	0	0	0	0	0	882	246	0	0	0	540	0	633	339	738	0	453	1587	0	156	201	480	0	0	792	747	780	0	597	0	831	669	0	0	456	867	0	183	234	825	564	267	180	129	0	543	819	1020	87
SRR10185814	1053	249	0	495	282	0	0	0	0	171	0	0	0	315	402	0	0	0	258	0	0	0	267	381	120	1425	372	0	156	0	120	336	654	111	360	375	585	168	0	0	0	93	0	198	0	0	1431	0	0	0	0	531	0	0	375	0	0	0	0	630	0	114	0	780	960	114	363	186	120	903	0	162	0	0	231	0	0	153	141	0	786	261	225	99	420	687	1164	387	0	0	474	0	300	1074	258	189	138	0	0	492	0	0	0	0	987	285	129	765	0	591	1380	495	495	549	1311	363	0	129	321	891	0	204	177	0	366	573	0	1137	1629	0	0	0	537	852	0	486	789	309	141	0	0	0	0	180	0	0	129	705	312	0	690	318	309	0	288	0	0	159	0	951	201	162	0	126	0	1473	216	678	159	0	0	378	0	543	0	405	183	207	615	0	1533	582	651	279	183	453	684	1800	0	189	0	0	0	189	987	183	552	504	384	0	384	0	0	0	660	177	0	168	0	0	0	0	1032	1230	0	0	1347	120	453	234	0	0	111	0	369	795	267	309	1101	0	780	0	120	762	0	0	129	0	0	0	0	1887	174	0	768	243	0	0	0	0	972	549	720	432	351	0	270	219	210	0	0	1455	315	0	1056	0	0	267	0	477	387	405	0	0	0	1689	288	0	0	126	0	171	528	432	0	633	900	774	507	975	396	0	138	345	354	1005	0	0	0	0	270	0	633	429	120	0	0	972	96	318	0	0	0	684	1098	0	0	0	156	687	582	129	0	120	0	93	333	0	777	0	423	0	102	219	0	0	0	0	0	0	885	225	0	0	0	543	393	336	282	435	0	462	954	0	144	201	477	0	0	792	753	564	0	543	0	831	663	0	0	456	1008	0	183	354	822	276	267	180	129	0	546	381	1167	0
SRR10185815	876	249	0	489	282	0	0	0	0	171	0	0	0	207	402	0	0	0	258	0	0	0	882	384	120	1398	378	0	156	0	129	336	702	114	681	522	1290	159	0	0	0	84	0	219	0	0	3789	0	0	0	87	1062	0	0	372	0	0	0	0	627	0	135	0	783	957	204	363	0	129	903	0	162	0	0	222	0	0	153	141	0	771	0	207	198	417	696	1146	384	0	0	483	138	300	2037	300	189	138	0	75	489	0	0	0	0	963	285	129	750	0	591	1407	489	516	1056	891	363	0	129	321	1752	0	207	177	0	396	1320	0	1782	1623	0	0	0	297	462	165	924	843	282	141	0	0	0	0	180	0	258	0	1581	309	0	1116	318	306	0	288	0	0	165	0	1827	201	180	0	126	0	1485	219	1134	162	0	0	918	0	444	0	396	222	210	630	0	1518	993	726	291	342	240	687	1812	0	192	0	0	93	75	1551	183	765	513	384	0	618	0	0	0	711	162	0	0	0	0	0	0	1476	1284	0	162	609	234	1011	267	120	0	111	0	360	837	228	297	1710	0	2079	0	375	501	0	81	93	0	0	0	0	1926	267	0	786	243	0	0	0	231	1770	549	717	414	465	0	270	180	210	0	0	1152	231	0	1065	0	0	270	0	813	522	807	0	0	0	1035	153	0	0	126	0	117	1119	429	0	615	912	537	1122	906	621	0	390	348	222	999	0	0	0	0	255	0	1281	426	120	0	0	1200	189	828	0	0	0	810	1398	0	0	0	156	1047	513	129	0	120	0	99	330	0	2307	0	423	0	102	318	81	0	258	0	0	0	1263	243	0	0	0	636	525	576	555	1368	0	414	1059	0	153	201	477	0	0	780	753	435	0	582	0	834	678	0	0	456	1605	0	183	0	825	615	267	156	129	0	849	648	1197	87
SRR10185816	669	144	0	216	282	0	0	0	0	171	0	0	0	216	336	0	0	0	228	0	0	0	255	336	120	522	288	0	156	0	117	324	615	114	99	279	384	150	0	0	0	81	0	0	0	0	864	0	0	0	0	597	0	0	321	0	0	0	0	456	0	0	0	474	918	117	216	99	120	393	0	162	0	0	219	0	0	0	0	0	453	0	192	96	378	564	471	270	0	0	507	0	414	1074	225	99	138	0	0	363	0	0	0	0	552	285	129	771	0	441	888	201	342	510	921	264	0	0	279	420	0	111	111	0	318	606	0	1002	549	0	0	0	189	438	0	390	483	159	90	0	0	0	0	0	0	0	90	513	201	0	615	318	156	0	150	0	0	111	0	1059	111	159	0	111	0	654	0	1041	159	0	0	312	0	225	0	423	174	207	450	0	669	597	396	243	93	240	369	519	0	147	0	0	0	0	870	165	558	312	366	0	231	0	0	0	333	168	0	0	0	0	0	0	624	465	0	0	858	141	294	225	0	0	111	0	267	777	264	240	687	0	678	0	0	381	0	0	129	0	0	0	0	1434	228	0	363	171	0	0	0	0	1281	348	570	429	351	0	270	0	144	0	0	1068	138	0	903	0	0	204	0	372	459	255	0	0	0	876	156	0	0	126	0	171	426	261	0	297	171	264	414	756	417	0	138	252	243	771	0	0	0	0	219	0	468	234	120	0	0	522	90	309	0	0	0	549	1074	0	0	0	156	636	525	129	0	0	0	0	198	0	738	0	297	0	102	219	0	0	0	0	0	0	876	123	0	0	0	447	201	669	297	975	0	294	552	0	153	201	477	0	0	777	369	219	0	543	0	462	252	0	0	345	879	0	0	0	519	201	156	180	129	0	435	294	633	0
SRR10185817	1209	255	0	489	282	0	0	0	0	171	0	0	0	309	357	0	0	0	258	0	0	0	852	381	120	1293	372	0	156	0	111	336	657	84	678	396	828	168	0	0	0	90	0	198	0	0	2034	0	0	0	0	1536	0	0	375	0	0	0	0	633	0	0	0	780	960	114	225	186	120	759	0	162	0	0	231	0	0	153	141	0	786	255	225	99	420	858	1143	387	0	315	480	0	300	2031	255	189	138	0	0	264	0	0	0	0	942	285	129	771	0	594	594	498	483	789	1314	363	0	129	321	891	0	207	177	0	366	669	0	1767	1629	0	0	0	318	438	0	351	774	309	141	0	0	0	0	180	0	0	0	2004	312	0	1086	318	309	0	288	0	0	162	114	1821	198	165	0	123	0	1473	231	1077	159	0	0	657	0	450	0	303	192	207	615	0	1500	996	654	279	273	459	423	1800	0	189	0	0	0	189	1551	183	789	504	384	0	618	0	0	0	687	177	0	0	0	0	0	0	1479	1224	0	0	1320	234	1011	225	0	0	111	0	369	1560	267	309	1011	0	780	0	0	762	0	81	126	0	0	0	0	1887	267	0	768	243	0	0	0	0	1200	543	720	432	357	0	270	156	210	0	0	1455	336	0	1044	0	0	267	0	477	522	801	0	0	0	1221	291	0	0	126	0	171	699	435	0	393	876	774	747	975	447	0	126	345	348	654	0	0	0	0	219	0	378	432	117	0	0	1200	189	309	0	0	0	522	729	0	0	0	156	1326	822	129	0	120	0	120	333	0	777	0	423	0	108	318	0	0	0	0	0	0	885	225	0	0	0	606	0	753	279	435	0	453	1590	0	156	201	477	0	0	789	753	780	0	597	0	831	663	0	0	456	1008	0	183	360	825	531	267	180	129	0	849	321	768	87
SRR10185818	1419	249	0	492	282	0	0	0	0	171	0	0	0	0	399	0	0	0	258	0	0	0	849	381	120	1425	372	0	156	0	117	336	741	102	672	510	828	168	0	0	0	93	0	198	0	0	1974	0	0	0	0	1536	0	0	375	0	0	0	0	630	0	0	0	570	957	114	363	186	120	702	0	162	0	0	231	0	0	153	141	0	366	213	225	96	420	678	1140	387	0	282	582	0	300	1488	255	189	138	0	0	492	0	0	0	0	930	285	129	765	0	594	1380	498	495	501	1350	363	0	129	321	1740	0	204	177	0	261	669	0	1767	1629	0	0	0	540	438	0	540	789	309	141	0	0	0	0	180	0	0	90	1020	312	0	1086	318	309	0	288	0	0	159	0	1821	201	162	0	126	0	1473	219	1137	159	0	0	681	0	441	0	405	222	165	615	0	1533	594	657	282	270	459	570	1800	0	189	0	0	0	0	1551	183	909	504	384	0	600	0	0	0	681	177	0	0	0	0	0	0	1404	1230	0	0	1320	234	1011	237	0	0	111	0	369	1593	267	309	1710	0	780	0	0	762	0	126	96	0	0	0	0	1887	267	0	768	243	0	0	0	0	1200	459	720	432	357	0	270	0	210	0	0	1455	327	0	1056	0	0	267	0	675	384	405	0	0	0	1227	288	0	0	105	0	171	456	435	0	393	894	549	1152	975	450	0	138	336	357	1005	0	0	0	0	240	0	1278	432	72	0	0	1200	189	267	0	0	0	456	441	0	0	0	150	1314	315	129	0	120	0	93	333	0	2310	0	423	0	102	318	0	0	0	0	0	0	867	246	0	0	0	540	0	525	342	741	0	450	1590	0	156	201	477	0	0	792	741	780	0	597	0	831	672	0	0	456	1629	0	183	0	825	690	267	180	129	0	849	837	1197	0
SRR10185819	1095	249	0	489	282	0	0	0	0	171	0	0	0	150	402	0	0	0	258	0	0	0	852	381	120	1428	363	0	156	0	120	336	657	111	390	510	828	168	0	0	0	90	0	198	0	0	1707	0	0	0	0	900	0	0	342	0	0	0	0	633	0	0	0	780	960	114	357	186	120	903	0	162	0	0	231	0	0	153	0	111	789	135	225	99	420	687	1146	273	0	0	480	150	300	2031	216	189	138	0	0	432	0	0	0	0	996	285	129	747	0	510	744	306	486	1062	1311	336	0	129	321	1317	0	207	177	0	552	1320	0	765	1629	0	0	0	540	852	0	468	774	312	99	0	0	0	0	207	0	0	129	501	261	0	1080	213	309	0	288	0	0	159	0	675	201	162	0	126	0	1419	210	1137	159	0	0	1080	0	450	0	423	222	207	615	0	1515	996	657	279	186	240	567	1800	0	189	0	0	0	75	1545	183	1482	321	384	0	612	0	0	0	687	177	0	180	0	0	0	0	774	1230	0	0	813	153	546	237	0	0	111	0	369	1593	240	246	1710	0	1545	0	0	771	0	0	129	0	0	0	0	1866	267	0	768	174	0	0	0	0	927	543	696	432	357	0	270	0	210	0	0	1149	357	0	1062	0	0	267	0	810	519	405	0	0	0	765	219	0	0	126	0	171	837	432	0	633	879	774	744	954	333	0	138	345	357	597	0	0	0	0	252	0	1272	432	120	0	0	1200	96	300	0	0	0	951	1395	0	0	0	156	1326	984	129	0	120	0	120	333	0	834	0	423	0	102	219	0	0	0	0	0	0	1371	246	0	0	0	540	324	633	342	897	0	453	957	0	156	201	243	0	0	795	750	780	0	543	0	831	663	0	0	456	888	0	0	0	825	555	267	156	129	0	849	831	1197	0
SRR10185820	1419	249	0	495	282	0	0	0	0	171	0	0	0	312	402	0	0	0	258	0	0	0	240	381	120	1443	372	0	156	0	117	336	657	102	669	381	930	168	0	0	0	90	0	198	0	0	1413	0	0	0	0	1527	0	0	375	0	0	0	0	633	0	0	0	768	957	114	219	186	120	717	0	162	0	0	231	0	0	153	141	0	369	327	225	99	420	687	1161	273	0	0	843	0	300	1488	318	189	138	0	0	492	0	0	0	0	999	285	129	765	0	594	1380	495	495	501	687	363	0	90	321	1131	0	204	165	0	366	669	0	1377	1626	0	0	0	537	414	0	420	789	309	141	0	0	0	0	180	0	0	129	1164	312	0	1083	183	309	0	288	0	0	159	114	465	201	162	0	126	0	1260	231	1137	159	0	0	576	0	450	0	405	222	207	615	0	1515	582	657	279	342	459	489	1800	0	189	0	0	0	189	1551	183	963	312	384	0	618	0	0	0	693	177	0	465	0	0	0	0	672	1224	0	0	522	234	453	237	0	0	111	0	369	1593	267	309	1011	0	780	0	0	771	0	234	96	0	0	0	0	1887	267	0	768	243	0	0	0	0	927	543	720	432	357	0	270	168	210	0	0	1404	276	0	1062	0	0	267	0	678	387	405	0	0	0	1227	153	0	0	126	0	171	1092	426	0	393	894	774	744	972	405	0	138	345	351	735	0	0	0	0	252	0	621	432	120	0	0	912	189	771	0	0	0	474	894	0	0	0	156	1326	990	129	0	120	0	93	333	0	777	0	423	0	102	318	0	0	0	0	0	0	867	225	0	0	0	540	414	462	282	435	0	453	954	0	153	201	243	0	0	747	750	564	0	543	0	831	663	0	0	456	1620	0	183	237	519	810	267	180	129	0	543	846	1020	87
SRR10185821	1422	249	0	495	282	0	0	0	0	171	0	0	0	0	402	0	0	105	258	0	0	0	879	384	117	1440	387	0	156	0	123	336	657	114	678	513	1296	159	0	0	0	84	0	195	0	0	3777	0	0	0	0	1524	0	0	372	0	0	0	0	627	0	114	138	762	960	111	108	186	120	837	0	162	0	0	231	0	0	153	141	0	786	0	189	180	396	885	1146	387	0	0	1023	0	300	2028	231	189	132	0	0	492	0	0	0	0	927	273	129	738	0	600	1407	498	486	1044	1347	363	0	129	321	1674	0	183	111	0	552	1320	0	1956	1626	0	0	0	540	852	0	924	840	309	90	0	0	0	0	180	0	0	0	2103	309	0	2373	318	309	0	288	0	0	165	0	1824	198	180	0	126	0	834	216	1137	159	0	0	1077	0	339	0	423	222	219	612	0	1530	996	1236	279	345	459	687	1809	0	186	0	0	0	75	1554	180	1485	501	372	0	618	0	0	0	693	177	0	0	0	0	0	0	1482	1266	81	162	1347	153	1011	258	0	0	111	147	372	1596	267	243	1710	0	2079	0	387	762	0	138	93	0	0	0	0	1887	267	0	768	243	0	0	0	0	1761	552	642	432	426	129	270	156	168	0	0	1455	279	0	1044	0	0	267	0	774	519	777	0	0	0	1680	291	507	0	126	0	171	1116	411	0	633	876	765	1137	1002	549	0	0	351	354	996	0	0	0	0	252	0	1272	432	120	0	0	1200	189	852	0	0	0	951	1395	0	0	0	156	1335	987	0	114	117	0	111	330	0	2277	0	423	0	102	321	0	0	0	0	0	0	1395	246	0	0	0	543	387	1149	714	1365	0	459	1587	0	144	201	477	0	0	789	756	723	0	606	0	840	693	192	0	456	1632	0	0	0	825	303	138	318	129	0	855	792	1197	0
