Species	5919	TC03G023900	6036	AT4G00740	AT1G65380	5513	5941	5434	5427	5842	5162	TC03G025580	6000	4744	5366	4691	5032	5463	4932	AT3G46610	6528	outlier014	6056	6679	TC02G003180	5421	6705	6447	6320	6450	TC00G047210	AT3G56460	7028	6955	outlier009	5699	7273	6265	5960	4802	KT377094.1	5933	6924	KT377102.1	5271	TC01G019030	6430	TC09G025650	5926	6164	outlier007	5554	TC00G083870	4889	AT4G15420	5958	6865	7367	5918	TC02G023190	4796	outlier002	NM_148067.4	TC05G024510	7572	TC02G026940	5857	5333	5716	5990	6713	4942	5664	5703	AT2G31240	5870	outlier013	outlier010	AT2G01650	TC03G012430	AT5G50280	5702	5536	TC09G026350	TC09G004790	5913	5791	AT1G48520	6785	AT5G13030	6552	AT1G63680	6130	5328	6401	6544	6527	AT3G02760	6238	7296	7333	AT2G33630	AT5G55960	6825	AT4G38890	5354	5849	5772	AT3G04880	5460	TC01G019250	TC02G024400	TC05G008010	6284	4992	AT4G39520	6221	5398	7141	6995	6420	NM_124699.3	5614	5318	TC02G006310	TC01G007130	AT4G33945	6636	6405	5489	5841	5977	TC09G034320	6487	7577	6406	TC01G021540	5949	6570	5578	7024	6387	TC03G010340	TC09G009480	6110	6114	5177	4757	TC09G017950	6139	6072	TC06G011670	5816	TC09G010970	6216	6048	5206	6041	6270	6274	6064	6979	5138	6226	4724	6494	6507	7135	TC05G005750	TC03G002530	6641	6448	7336	6779	6962	5940	6004	AT5G21070	TC02G009310	outlier008	6733	6620	5406	5296	6782	6459	6492	TC03G028600	6565	5034	6913	NM_113708.2	6631	4793	6909	6875	6383	TC06G016050	AT2G35130	4848	6540	6667	6500	6947	TC05G029300	5942	5426	6893	AT2G35790	5945	5343	outlier011	AT3G54090	5910	5644	6175	AT5G13520	7174	6958	5104	5968	AT3G54690	6318	AT1G52310	6198	5936	6412	5596	AT3G26782	5428	5469	TC05G022880	6563	TC08G013000	5802	TC03G001430	outlier006	TC04G028160	6363	TC01G005310	6034	6148	6439	TC05G027690	6488	5347	5260	5273	7241	AT3G59040	KT377070.1	AT5G02860	AT5G23940	outlier003	6050	6557	6797	6532	7111	6933	5656	6299	5188	5865	6051	6407	KT377118.1	6601	AT1G02020	6859	4954	TC04G026920	5449	AT3G10150	6914	6098	AT5G57930	4471	AT5G40440	TC04G030490	6864	outlier005	AT3G53700	6150	6732	5843	TC04G030670	6883	5599	AJ133743.1	AT5G13630	6978	6378	5348	7279	6531	TC07G011130	7628	6882	7194	5339	5859	outlier012	7324	6954	5123	6457	TC07G000920	AT1G17160	TC06G020780	6393	5815	KT377086.1	4951	6366	7136	TC09G026260	5264	6780	TC07G000500	5733	5090	7029	6538	TC02G004290	7325	5893	AT3G24190	5531	5660	5980	5064	5477	7583	7371	AT5G13400	6506	4806	7363	6460	6398	4890	7021	5634	6119	TC01G040040	6946	5639	KT377126.1	5220	5981	7128	NM_179236.3	5355	6854	6791	TC06G006880	6128	6227	6282	6533	6969	5770	TC05G003200	6977	TC04G015820	6379	5821	AT3G56940	TC01G033670	TC09G007890	5594	6483	KT377078.1	outlier004	AT5G08530	TC01G032610	7602	NM_001198514.1	6792	6860	7331	TC01G002420	TC04G019470	5454	5866	outlier001	5163	5335	5326	5116	AT5G64370	6550	5464	6639	6848
SRR10185829	336	519	1077	1146	834	138	366	672	432	144	150	1482	132	0	66	318	120	171	837	930	432	0	210	87	486	144	294	0	234	462	0	876	0	0	111	132	0	0	0	489	240	285	393	288	0	612	0	681	315	222	0	504	843	0	1149	360	330	0	255	918	0	168	897	1632	618	1077	288	0	162	171	0	387	327	0	858	231	0	117	1347	804	1638	240	0	1503	609	195	213	630	0	1749	0	2193	339	441	0	825	192	1248	0	0	750	1242	1395	0	942	0	285	0	873	0	1704	1314	1992	708	816	615	495	978	0	0	348	168	0	246	588	1362	324	0	303	0	372	0	870	1071	201	0	1290	0	465	177	0	462	513	777	342	0	0	219	954	516	0	1422	0	312	408	0	372	996	0	450	0	813	192	0	690	819	0	495	750	1032	333	0	0	237	273	348	870	423	570	207	0	435	747	0	432	363	546	480	0	0	561	333	0	198	345	1164	0	375	417	441	0	702	786	0	1584	600	1773	0	561	432	423	159	1278	690	213	648	576	0	0	0	0	966	0	654	0	387	258	1503	1437	0	504	681	642	393	261	804	0	531	405	936	0	222	495	930	525	219	111	117	0	1047	333	447	1074	0	0	0	303	255	0	273	231	0	408	693	1200	0	1299	546	1164	309	681	1077	444	984	495	501	489	348	486	543	0	132	543	351	0	0	1038	483	261	978	1113	348	198	0	0	408	729	0	0	0	729	636	84	321	318	120	0	270	684	570	0	432	441	0	0	426	504	774	174	660	0	270	324	0	690	0	480	366	0	441	462	0	207	0	222	1011	192	216	0	366	378	0	333	210	756	1158	0	780	429	312	147	111	1386	0	327	0	1164	0	171	360	354	0	0	600	0	777	111	0	792	939	1323	552	0	105	162	879	534	285	528	234	264	96	1107	561	960	0	0	651	0	396	729	330	255	0	444	264
SRR10185830	546	630	498	489	741	126	240	537	96	144	150	561	132	0	66	0	0	171	282	837	342	0	96	87	330	144	120	0	0	249	0	237	0	0	108	132	0	0	0	177	204	159	141	288	0	234	0	354	138	165	0	183	672	0	654	171	84	0	96	1161	0	168	357	1518	453	600	180	0	162	0	0	123	0	0	876	180	0	117	771	1137	690	156	0	525	609	0	0	558	0	474	0	1437	162	333	120	180	198	816	0	0	399	435	852	0	681	0	153	0	462	0	630	1023	1761	699	390	303	147	240	0	0	228	168	0	108	378	1170	312	0	0	0	225	0	777	381	0	0	273	0	291	0	0	225	687	420	276	0	0	165	624	165	0	636	0	477	171	0	186	213	0	165	0	135	0	0	276	345	0	132	312	480	183	0	0	81	135	0	177	336	678	123	0	282	285	0	198	213	327	357	0	0	309	219	0	0	144	579	0	441	240	237	0	300	273	0	885	363	426	0	513	207	423	150	447	321	210	507	594	0	0	0	0	639	0	549	0	159	0	573	1437	0	150	360	444	363	120	666	0	375	126	387	0	150	255	627	135	219	0	114	0	252	441	813	867	0	0	0	0	105	0	0	99	0	189	303	546	0	294	147	861	0	357	537	441	378	192	645	489	120	354	411	0	120	348	147	0	0	525	141	0	447	768	159	93	0	0	153	201	0	0	0	189	354	84	108	204	120	0	201	357	150	0	153	321	0	0	228	501	660	0	501	0	168	198	0	699	0	162	330	0	144	225	0	300	0	0	990	84	117	0	366	183	0	162	114	258	339	0	369	225	312	0	111	459	0	111	0	621	0	267	108	243	0	0	537	81	702	111	0	366	786	927	0	0	105	102	1296	258	150	624	234	111	96	624	429	390	0	0	228	0	294	174	351	168	150	75	135
SRR10185831	387	873	1398	1050	834	108	366	672	288	234	150	1383	132	0	66	399	0	393	837	942	432	0	453	87	807	144	294	0	0	345	0	951	0	0	111	132	0	0	0	453	420	663	489	306	0	690	0	681	237	351	0	489	1266	0	696	360	303	0	141	531	0	168	963	1632	951	1056	288	0	162	0	0	318	132	0	1038	162	0	126	1347	1137	924	342	0	1356	609	195	189	486	0	1548	0	1347	339	441	0	930	504	1689	0	0	735	696	1947	0	525	0	285	0	873	0	669	1317	1965	1341	1029	561	276	987	0	0	348	168	0	246	531	1359	345	0	0	0	420	0	1389	1071	201	0	606	0	519	201	0	528	1203	450	342	0	0	477	1131	924	0	1143	0	477	285	0	468	996	0	228	0	615	0	0	537	405	0	489	870	879	558	99	0	249	300	132	816	651	870	207	0	435	666	0	336	294	546	648	0	0	825	366	0	0	549	621	0	411	417	789	0	945	813	0	1584	600	1359	0	561	432	306	0	1290	690	441	699	678	0	0	0	0	978	0	726	0	981	228	1503	1431	0	504	948	750	678	261	654	0	870	435	840	0	459	426	1149	444	219	0	189	0	834	486	1899	1191	0	0	0	198	189	0	189	231	0	408	744	1167	0	876	480	1749	264	429	753	642	1041	687	972	489	267	759	546	0	0	543	426	0	0	1017	423	0	1002	1113	348	249	0	0	408	579	0	0	0	843	630	84	321	411	120	0	270	837	0	0	351	660	0	0	426	504	1542	0	543	0	270	324	0	699	0	480	1062	0	513	309	0	465	0	177	1068	237	252	0	975	378	0	597	207	795	663	0	435	429	312	0	642	948	0	369	0	897	0	390	360	492	0	0	597	81	1287	111	0	792	939	1647	648	0	198	162	1461	603	432	834	234	522	0	636	537	1029	0	0	582	0	333	174	996	255	0	591	402
SRR10185832	126	123	0	147	0	0	105	0	0	0	0	387	90	0	0	0	0	0	0	108	0	0	0	0	0	72	0	0	0	0	0	129	0	0	0	123	0	0	0	0	69	0	0	72	0	0	0	114	78	0	0	0	114	0	102	0	0	0	0	150	0	0	135	87	0	222	0	0	0	0	0	0	0	0	78	0	0	0	186	129	108	0	0	0	96	0	0	0	0	87	0	0	0	114	0	90	0	99	0	0	0	0	210	0	114	0	0	0	108	0	81	108	216	84	195	84	0	0	0	0	0	0	0	0	0	105	105	0	0	0	0	0	75	87	0	0	0	0	0	0	0	0	0	63	0	0	0	0	0	0	0	0	0	0	0	0	117	0	0	0	0	0	0	0	87	0	0	0	0	0	0	0	0	0	0	0	204	0	0	0	0	0	0	0	0	0	0	0	0	0	84	96	0	0	0	105	0	0	198	0	0	87	0	0	0	0	0	0	96	0	0	0	0	0	93	0	0	0	0	0	0	87	0	84	0	0	0	0	120	0	0	75	96	99	0	96	0	0	0	81	0	0	0	81	0	0	0	0	0	0	0	87	72	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	129	0	144	0	0	96	0	0	0	0	78	0	0	0	0	0	0	0	0	0	0	81	213	0	0	0	0	0	93	0	0	0	0	0	0	0	0	0	0	0	69	0	0	0	0	0	0	63	114	0	0	219	0	0	0	0	0	0	0	0	0	0	0	0	126	0	0	0	0	0	0	0	0	0	0	0	0	105	0	0	0	0	0	0	75	0	0	0	213	0	0	0	108	0	0	192	0	0	0	0	111	303	147	0	0	0	0	306	0	0	132	0	0	0	84	138	0	0	0	0	0	0	0	114	0	0	0	0
SRR10185833	543	315	264	696	486	0	231	378	126	0	150	501	132	0	66	213	0	156	285	486	378	0	96	0	282	144	231	0	0	243	0	237	0	0	111	231	0	0	0	147	159	243	204	288	0	210	0	681	138	180	0	348	1080	0	411	360	84	0	132	549	0	168	354	1575	453	603	201	0	186	0	0	123	135	0	1005	180	0	126	423	891	675	0	0	474	603	0	87	609	69	354	0	483	150	363	0	216	201	381	0	0	252	537	762	0	255	0	153	198	714	0	531	1221	1536	357	249	324	138	231	0	0	228	168	0	108	222	495	312	0	0	0	240	0	465	333	0	0	252	0	324	162	0	0	402	417	321	0	0	102	366	261	0	636	0	477	90	0	189	213	0	0	0	189	0	0	165	423	0	96	315	537	180	0	0	0	168	0	177	336	357	123	0	303	285	0	192	249	315	303	0	0	138	255	0	0	102	585	0	813	315	225	0	207	330	0	465	564	771	0	516	207	201	0	600	351	210	513	333	0	0	0	0	294	0	336	0	159	0	495	1089	0	150	396	336	540	102	363	0	390	198	450	0	108	168	306	114	198	0	114	0	258	264	282	591	0	0	0	75	204	0	0	96	0	189	303	459	0	477	126	672	0	360	648	381	375	129	339	423	0	447	474	0	93	366	147	0	0	525	174	0	453	438	162	126	0	0	123	456	0	0	0	189	393	84	156	204	120	0	228	546	207	0	141	303	0	0	270	201	660	165	330	0	135	0	0	444	0	114	411	0	0	183	0	399	0	0	756	0	120	0	366	183	0	123	114	186	279	0	369	237	192	0	111	468	0	111	0	450	0	249	120	243	0	0	477	81	492	111	0	516	780	1323	0	0	105	162	699	324	150	450	234	258	0	423	237	312	0	0	327	0	276	174	306	249	150	75	168
SRR10185834	321	474	267	696	348	0	231	234	0	0	150	492	132	0	66	195	0	156	258	441	177	0	0	0	855	72	0	0	0	0	0	237	0	0	0	204	0	0	0	120	120	159	0	210	0	189	0	339	0	0	0	195	1035	0	798	111	84	0	0	621	0	168	261	945	222	591	0	0	159	0	0	123	117	0	669	180	0	123	639	363	375	0	0	282	516	0	0	318	0	315	0	684	0	339	0	156	201	639	0	0	252	312	1422	0	435	0	153	0	243	0	477	492	753	294	237	300	0	237	0	0	183	111	0	0	222	1173	312	0	0	0	141	0	339	279	0	0	243	0	291	0	0	0	408	330	258	0	0	0	231	204	0	636	0	459	0	0	192	117	0	114	0	0	0	0	192	171	0	126	225	321	180	0	0	0	0	0	177	213	450	120	0	288	363	0	156	210	192	225	0	0	150	189	0	0	180	519	0	687	240	252	0	207	93	0	645	345	387	0	315	81	423	0	447	192	210	399	492	0	0	0	0	594	0	528	0	108	0	543	573	0	150	249	282	291	0	294	0	219	0	318	0	0	129	426	117	0	0	0	0	249	249	477	666	0	0	0	0	0	0	0	0	0	0	0	546	0	276	0	585	0	537	228	252	249	129	318	414	0	354	411	0	0	480	0	0	0	243	114	0	378	471	0	0	0	0	114	249	0	0	0	192	240	0	111	0	0	0	111	225	0	0	141	153	0	0	210	264	462	0	579	0	210	0	0	561	0	165	276	0	213	87	168	174	0	0	825	0	0	0	366	135	0	96	0	258	456	0	300	234	189	0	108	585	0	90	0	630	0	171	111	183	0	0	411	0	369	0	0	318	453	1200	0	0	105	162	693	0	0	375	111	0	0	426	519	228	0	0	0	0	285	174	618	186	0	75	0
SRR10185835	549	873	1248	570	834	138	366	672	309	165	453	810	132	0	66	345	0	171	450	735	276	111	96	87	477	144	231	0	0	408	0	549	219	0	108	132	0	135	0	477	240	531	309	288	0	750	0	495	177	222	0	546	876	0	906	360	183	0	201	723	0	168	516	1632	513	1083	288	0	186	207	0	423	225	0	978	306	0	117	1041	1137	1335	0	0	501	609	330	120	387	0	1299	0	921	411	402	0	777	201	1248	0	0	762	474	1947	243	942	0	276	237	885	0	927	1221	1998	699	861	342	249	372	168	0	339	168	354	174	585	996	183	0	0	0	372	0	897	603	201	0	1170	0	519	201	0	375	1188	474	342	0	0	207	1455	924	0	1074	0	477	201	0	483	390	0	471	75	270	378	0	657	819	0	399	609	1050	258	0	0	213	252	162	495	285	426	207	0	435	1002	0	336	372	462	648	0	0	834	351	0	0	549	1164	0	840	837	411	0	603	828	0	1584	600	1320	0	537	204	381	159	1353	690	213	1281	891	0	0	0	0	948	156	738	0	258	231	873	1392	0	267	723	504	549	261	804	0	741	294	951	0	231	495	567	471	219	174	117	0	1047	648	345	1188	0	0	0	108	237	0	252	231	0	426	648	1197	180	648	438	1716	126	993	1095	513	984	468	510	834	282	456	534	0	120	543	375	0	0	1002	423	300	1002	1956	276	201	0	0	408	579	0	0	0	729	636	84	321	549	120	0	270	684	606	0	270	588	0	150	426	453	732	249	543	0	264	324	0	699	0	162	486	0	504	441	0	627	0	0	741	234	87	0	366	183	0	432	216	258	966	0	369	417	312	0	111	987	0	327	0	897	0	330	303	462	0	0	597	84	723	111	276	510	939	1323	480	0	105	162	1452	474	426	537	234	264	96	1398	633	627	0	0	210	0	339	174	582	255	0	273	396
SRR10185836	549	1002	1158	1323	834	138	435	675	432	144	726	1986	132	0	66	429	135	162	837	972	432	0	552	0	1302	144	294	0	189	462	0	975	261	0	0	378	0	0	0	453	225	972	489	417	0	864	0	681	279	294	0	591	2571	0	1413	357	303	0	255	1188	0	168	840	1632	615	1209	270	0	162	144	0	654	252	0	1719	381	0	123	1347	1137	2034	498	0	1521	609	0	129	615	0	1542	249	2235	519	441	0	801	201	2559	0	0	753	1431	1953	423	681	0	618	432	873	120	1719	1221	1983	1224	1062	768	489	1161	0	0	348	168	0	246	441	1266	573	0	0	222	651	0	1389	1071	192	0	1257	0	519	201	0	732	1203	1065	321	0	0	399	1968	924	0	1536	0	477	180	0	192	993	0	258	69	813	0	138	501	1047	0	531	1269	1122	564	0	0	165	297	189	909	540	855	210	0	435	2265	0	417	618	546	648	0	0	831	351	0	219	615	1164	0	852	858	981	0	828	1401	210	1584	600	1539	0	558	432	729	159	1257	702	678	1263	1833	168	0	0	0	1020	111	1059	0	975	0	1776	1437	0	702	1272	645	1002	243	795	0	870	198	1143	0	402	495	690	372	219	0	117	0	729	681	1773	1320	0	0	0	288	255	0	0	231	177	411	651	1200	0	1308	0	1746	0	993	1227	657	1041	450	972	834	387	984	546	0	111	543	366	0	0	1338	483	0	975	4134	0	0	132	0	408	582	333	0	267	852	621	84	528	549	129	0	270	1002	645	0	615	906	0	0	210	507	1788	330	1554	0	267	339	0	699	0	480	1152	0	504	606	0	627	0	237	1806	354	294	0	975	378	0	618	216	1671	1161	0	597	684	432	315	1254	1386	0	384	0	1164	0	591	402	570	0	0	537	135	2049	111	387	1206	939	1356	588	0	105	162	1458	465	489	2259	234	522	0	1467	777	528	0	0	687	177	396	621	819	267	0	720	336
SRR10185837	549	1002	1167	1152	834	0	366	531	249	144	471	1680	132	0	66	309	0	162	837	1407	408	0	255	0	1179	144	294	0	141	405	0	975	219	0	0	378	0	129	261	348	225	630	366	402	0	732	0	681	240	351	0	525	2088	0	1149	360	237	0	201	729	0	168	555	1632	618	1209	249	0	162	144	0	288	225	219	1539	306	0	120	1101	1137	2034	240	0	1140	609	0	129	630	0	1443	0	2205	399	441	0	741	201	1578	0	0	729	1242	1929	240	501	0	405	240	873	129	996	1221	1983	681	954	615	231	978	0	0	348	168	0	237	585	1266	312	0	0	132	372	0	1389	1059	201	0	759	0	519	186	0	420	954	1065	321	0	0	192	1968	924	0	636	135	477	165	0	192	993	0	258	69	522	0	138	501	588	0	465	1182	1050	552	0	0	171	252	165	666	540	690	204	0	435	822	0	336	561	534	648	0	0	831	348	0	0	513	1164	0	840	858	870	0	828	609	210	1584	600	1461	0	558	432	729	159	1326	690	441	1263	1542	168	0	0	0	1020	117	711	0	852	0	1776	1437	0	489	579	549	1002	126	798	0	870	360	876	0	222	495	399	432	219	0	117	0	477	696	1416	1245	0	0	0	198	255	0	126	231	0	156	459	1200	0	1233	0	1743	0	993	1161	645	1041	375	972	834	201	456	546	0	111	543	243	0	0	1077	237	0	975	3837	291	0	132	0	408	582	258	0	210	714	621	84	420	549	120	0	270	732	246	0	345	801	0	0	210	507	1494	330	693	0	144	315	0	699	0	480	930	0	489	480	0	336	0	219	1806	132	120	0	366	246	0	432	216	1671	1167	0	489	426	297	210	546	1386	0	327	0	1164	0	591	402	570	0	0	537	87	2049	111	333	960	939	1335	555	0	105	162	1458	555	309	2259	234	264	0	1236	753	609	0	0	432	132	396	357	1110	297	0	327	294
SRR10185838	543	549	498	1074	639	0	318	372	0	0	0	1431	132	0	66	0	0	171	282	516	378	0	96	0	855	72	183	0	0	0	0	237	0	0	0	132	0	0	0	120	240	252	0	285	0	126	0	345	0	180	0	228	702	0	960	339	81	0	96	1188	0	168	357	1125	450	603	210	0	216	0	0	120	0	0	1524	180	0	117	648	1137	603	0	0	930	603	0	0	414	0	594	0	771	129	225	0	156	198	870	0	0	393	432	1656	0	681	0	153	0	792	0	1353	933	1008	381	246	321	0	234	0	0	228	111	0	0	222	1161	312	0	0	0	93	0	498	303	0	0	273	0	291	201	0	0	327	777	342	0	0	0	564	198	0	636	0	312	84	0	189	213	0	0	0	0	0	0	159	276	0	135	291	552	180	0	0	0	0	0	243	336	477	123	0	378	285	0	192	270	384	564	0	0	138	219	0	0	180	585	0	450	240	204	0	432	132	0	885	615	684	0	474	81	273	0	624	204	213	426	1386	0	0	0	0	591	0	501	0	138	0	984	777	0	150	585	291	756	99	801	0	354	0	627	0	162	144	690	114	0	0	0	0	252	261	954	864	0	0	0	0	102	0	0	96	0	189	225	669	0	477	0	810	0	561	465	471	279	129	645	579	99	354	489	0	0	258	0	0	0	525	99	0	1002	879	0	0	0	0	153	288	0	0	0	117	456	84	126	0	120	0	234	546	0	0	141	321	0	0	294	504	378	0	450	0	135	114	0	615	0	159	375	0	0	120	0	414	0	0	585	0	0	0	366	183	0	162	0	273	453	0	369	237	192	0	111	660	0	111	0	588	0	171	111	243	0	0	480	0	756	0	0	357	591	1167	171	0	105	162	1458	243	156	768	234	162	0	495	540	228	0	0	228	0	327	174	684	261	0	0	0
SRR10185839	465	873	1464	1353	834	138	366	672	357	144	150	2142	132	0	66	402	0	420	693	735	432	111	210	87	417	144	294	0	0	462	0	1023	129	0	108	132	0	0	174	228	240	495	300	291	0	804	0	681	357	351	0	759	1527	0	756	360	375	0	255	738	0	168	972	1632	951	1086	252	0	186	207	0	483	327	0	963	306	0	117	1197	1137	987	0	0	1290	609	0	213	507	0	1548	0	2337	339	498	0	1008	201	1599	0	0	657	681	1932	360	498	0	330	0	873	0	960	1329	1965	1146	1014	465	483	519	0	0	348	168	507	246	450	1359	750	0	0	93	456	0	870	804	201	0	471	0	519	201	0	645	645	1065	342	0	0	561	1968	924	0	1341	0	477	384	0	453	420	0	186	75	813	222	0	690	978	0	303	762	1212	510	0	0	252	282	150	714	429	744	198	0	435	969	0	432	726	462	648	0	0	834	369	0	0	471	627	0	963	531	789	0	945	801	0	1584	423	1170	0	561	666	729	159	1275	666	372	1167	891	0	0	0	0	981	168	576	0	495	306	1776	1437	0	360	1008	669	483	135	687	0	495	387	936	0	459	492	498	597	219	174	192	0	639	672	822	1203	0	0	0	240	192	0	195	231	0	408	684	1200	0	1125	438	1698	0	615	933	414	1041	903	492	489	321	438	546	0	120	300	408	0	0	1002	423	0	978	1113	0	291	0	0	363	777	0	0	0	567	621	84	573	300	120	0	270	1008	726	0	351	555	0	0	426	474	1533	249	531	0	267	324	0	690	0	369	738	0	513	660	0	477	0	0	1806	0	219	0	975	246	0	378	204	1671	630	0	753	429	312	0	609	918	0	525	0	468	0	354	330	645	0	0	597	0	1287	111	0	777	939	1326	546	0	198	162	1011	420	498	528	234	324	93	1368	774	1074	0	0	705	0	333	522	411	255	0	609	402
SRR10185840	549	492	1200	678	834	267	366	672	303	144	150	1029	132	0	66	276	0	171	837	717	270	0	96	87	429	144	294	0	0	396	0	855	219	0	111	132	0	0	0	372	234	432	396	408	0	657	0	498	177	351	0	543	960	0	684	360	303	0	201	531	0	168	408	1632	504	1107	288	0	162	204	0	423	213	0	1083	153	0	126	831	1137	825	240	0	684	609	267	129	630	69	1380	0	2193	387	441	0	636	201	1650	0	0	735	840	1374	180	498	0	285	0	666	0	840	1221	1998	699	672	516	294	978	138	0	348	168	0	174	585	1209	297	0	204	0	372	0	897	801	201	0	732	0	465	201	0	528	810	432	342	0	0	177	681	381	0	1008	0	477	219	0	189	996	0	198	0	672	183	138	423	486	0	243	564	1050	312	0	0	171	252	165	729	609	405	108	0	435	993	0	321	513	384	648	0	0	825	357	0	0	549	471	0	453	855	402	0	801	519	0	1584	600	1251	0	561	432	420	156	807	690	213	834	693	0	0	0	0	966	135	546	0	669	171	1326	1437	0	558	687	504	561	261	804	0	582	231	984	0	228	432	363	420	150	144	117	0	723	672	1587	1017	0	0	0	198	162	0	288	231	0	240	528	1200	144	765	234	1713	0	681	843	303	729	375	438	834	186	420	546	0	93	258	354	0	0	954	228	0	1002	2109	276	129	0	0	408	579	0	0	0	393	579	84	444	333	120	0	270	543	633	0	669	360	0	0	411	504	900	165	738	0	270	324	0	690	0	162	375	0	429	561	0	339	0	0	1806	0	120	0	366	183	0	432	180	759	1158	0	369	429	294	0	465	876	0	237	0	639	0	591	267	453	0	0	597	81	732	75	234	792	963	978	510	0	105	162	1473	483	189	834	234	264	108	1023	474	390	0	0	372	0	396	201	582	261	0	273	261
SRR10185841	549	894	540	681	834	138	366	558	231	144	150	648	132	0	66	246	0	171	369	432	378	0	96	87	855	144	294	0	0	384	0	327	96	0	111	132	0	0	0	348	234	411	204	288	0	657	0	465	153	351	0	504	501	0	654	360	165	0	198	684	0	168	504	1632	459	978	267	0	162	156	0	174	180	0	459	252	0	126	792	1137	867	225	0	501	603	195	72	630	0	609	0	705	381	357	0	348	201	888	0	0	408	618	1233	174	732	0	195	0	693	0	669	933	1998	699	390	303	204	528	0	0	348	168	0	111	450	1359	312	0	177	93	264	0	774	1023	108	0	273	0	465	201	0	306	492	300	321	0	0	177	738	381	0	636	0	477	165	0	360	774	0	249	0	432	0	0	423	519	0	156	552	951	333	0	0	201	249	168	423	540	342	207	0	435	522	0	177	321	384	648	0	0	387	324	0	120	228	768	0	393	528	786	0	432	459	141	1584	372	741	0	558	207	423	153	573	690	213	642	495	0	0	0	0	918	111	678	0	387	219	1320	777	0	414	789	456	759	261	804	0	867	306	831	0	204	432	567	372	219	0	117	0	639	549	681	939	0	0	0	75	105	0	162	204	165	189	474	1200	0	615	207	657	99	993	666	459	507	375	645	579	120	447	546	0	93	276	126	0	0	525	207	222	1002	618	249	198	0	0	249	561	0	0	0	393	600	81	312	306	120	0	270	723	402	0	180	336	0	0	417	333	474	0	501	0	264	153	0	699	0	162	375	0	450	315	0	399	0	0	945	0	111	0	366	183	0	168	180	258	366	0	369	429	312	159	111	918	0	225	0	738	0	339	252	390	0	0	537	75	945	111	204	792	888	1323	432	0	105	162	885	357	297	528	234	264	96	288	540	390	0	0	528	0	363	174	498	261	150	222	159
SRR10185842	387	822	1146	672	834	138	366	558	249	144	150	792	132	0	66	438	0	171	789	942	378	0	390	87	624	144	225	0	111	462	0	930	174	0	111	132	0	0	0	405	234	414	321	288	0	561	0	492	180	351	0	495	819	0	684	360	219	0	237	447	0	168	558	1632	618	1107	288	0	162	0	0	429	189	0	945	306	0	123	1347	951	609	240	0	693	609	204	120	627	0	837	0	855	339	441	0	831	201	888	0	0	735	858	1800	171	381	0	246	0	882	0	1272	942	1965	699	444	345	351	333	0	0	348	168	0	231	585	1212	846	0	195	0	372	0	870	1071	171	0	273	0	519	177	0	477	951	447	321	0	0	243	1317	516	0	1128	0	477	228	0	186	582	0	165	0	687	225	0	459	573	0	390	504	927	333	114	0	249	252	237	531	336	375	108	0	519	357	0	333	543	486	480	0	0	432	357	0	213	501	675	0	375	741	441	0	609	573	210	1584	600	1359	0	561	432	384	0	1275	690	372	591	816	0	0	0	0	966	111	678	0	843	282	885	1431	0	405	921	444	1002	153	795	0	741	177	852	0	393	495	549	405	219	0	117	0	639	741	1422	1053	0	0	0	153	189	0	246	195	0	315	507	909	0	1248	255	615	147	429	1023	501	996	192	972	579	270	843	546	0	93	261	291	0	0	1116	423	0	978	1200	402	162	0	0	408	579	0	0	0	393	588	84	345	333	120	0	270	837	438	0	501	432	0	0	228	504	900	0	537	0	351	324	0	699	0	162	930	0	378	456	0	429	0	222	741	219	111	0	366	246	0	432	141	354	507	0	432	417	312	0	111	507	0	225	0	699	0	318	318	411	0	0	597	81	1161	111	174	507	939	1611	492	0	105	162	1065	423	468	804	234	264	0	729	342	633	0	0	240	0	396	174	816	261	150	255	264
